row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_B.mzML Peak area,t2_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,Blank_A.mzML Peak area,t1_BS_C.mzML Peak area,t5_BS_C.mzML Peak area,t3_BS_3.mzML Peak area,t2_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_3.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_C.mzML Peak area,t6_BS_C.mzML Peak area,t4_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_C.mzML Peak area,t7_BS_2.mzML Peak area,t9_BS_C.mzML Peak area,t8_BS_1.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t6_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t5_BS_3.mzML Peak area,t6_BS_2.mzML Peak area,t5_BS_1.mzML Peak area,t6_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t9_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_2.mzML Peak area,
2535,185.070937320519,3.3011107,,,,,,,,,,,0,0,0,0,0,42779.195,42533.336,39199.61,43093.887,42890.062,53757.52,39588.98,43500.867,41045.258,43805.492,42033.066,46131.527,45140.25,42308.04,37456.78,40762.45,44240.332,49163.73,42959.477,50746.24,44582.703,42732.36,39940.086,50106.934,43332.594,41779.8,41634.613,40986.477,44474.863,37188.633,51669.06,34624.324,50766.586,43530.86,47756.45,57811.707,85013.37,
2537,326.2320840416751,3.3027527,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18461.363,16671.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17890.615,0,0,0,0,0,
2538,240.07133817239213,3.302879,,,,,,,,,,,0,0,0,0,0,0,15060.637,14283.833,0,14954.3,17767.389,12977.087,15129.687,13972.118,14185.412,12873.282,0,0,14069.491,0,0,0,0,15251.646,0,16477.824,17275.217,14077.946,16774.094,16371.486,14671.685,13703.811,14736.302,15619.217,13808.48,19878.467,0,18079.48,14565.519,18222.123,19432.736,27725.434,
2539,238.0740474108122,3.3033528,,,,,,,,,,,0,0,0,0,0,0,53828.312,47991.156,0,54082.332,63334.938,51733.72,53924.984,53483.62,47375.473,52813.07,0,0,46730.85,0,0,0,0,52697.316,0,55375.566,57010.227,51609.805,58376.87,53233.594,52126.027,51369.84,52669.39,52485.113,49037.082,63404.246,0,59720.473,49859.363,59008.797,67303.08,93395.914,
2540,269.1359235447013,3.3084302,,,,,,,,,,,0,0,0,0,0,0,0,12758.603,0,0,0,0,0,22845.168,15161.079,0,0,0,0,0,0,0,0,0,0,0,0,0,11043.154,0,0,0,0,0,0,0,0,0,0,0,0,0,
2541,434.3094017701896,3.3088245,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24375.525,24505.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28231.518,0,0,0,0,0,
2542,179.57549601563454,3.3114252,,,,,,,,,,,0,0,0,0,0,7886.028,7188.6914,5969.3623,8020.133,9387.818,9252.916,0,7065.0225,8753.25,0,7382.906,7922.2905,9014.33,7157.6562,0,0,9184.988,9516.151,8758.673,0,8638.965,8529.718,7403.397,0,8300.619,7255.9897,0,10365.498,8469.359,9336.435,10780.243,0,10021.443,8755.215,0,0,14610.715,
2543,233.16468538081475,3.3119056,,,,,,,,,,,0,0,0,0,0,10523.076,10708.38,9554.723,11064.178,7774.5317,12058.958,9462.059,10973.727,7752.4136,0,10680.787,9908.601,11628.225,10266.407,0,0,10484.771,10277.278,9371.4375,11678.455,9387.01,9988.664,9555.514,11308.746,10722.522,10002.736,10064.943,7691.91,10658.387,6801.9946,12046.121,0,11186.678,8174.1904,10947.357,12771.586,17783.678,
2544,395.175009410142,3.3148582,,,,,,,,,,,0,0,0,0,0,86471.95,84649.1,81771.164,88694.055,79440.03,102613.55,71717.44,81448.54,79173.984,82184.48,83119.08,87809.81,91007.04,81958.48,67332.17,69406.43,86926.6,90286.08,85155.55,78145.53,77446.95,80651.31,80376.28,90696.016,87401.664,82490.86,76137.805,77558.19,87463.81,78875.586,103252.4,63177.176,81900.41,84914.66,84165.17,86530.97,133738.61,
2546,348.27413759561387,3.3148937,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71182.7,73448.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61482.324,0,0,0,0,0,
2547,354.2271397711456,3.3148937,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20704.123,26667.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29944.596,0,0,0,0,0,
2548,400.2594674958926,3.3150074,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8882.646,11767.643,6959.168,15035.874,10811.895,7413.0923,6979.4575,10847.432,0,0,0,0,0,0,0,0,15081.724,0,11153.826,16373.636,24520.025,
2549,327.17029759784,3.3156753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100.505,10676.022,0,14469.139,9156.931,5189.9575,0,8955.624,0,0,0,0,0,0,0,0,13338.666,0,9508.698,15073.301,22930.404,
2550,420.2943859858892,3.3168225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21191.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18289.664,0,0,0,0,0,
2551,349.1521577739325,3.3176494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560.9375,0,14910.96,9107.395,0,0,9086.686,0,0,0,0,0,0,0,0,14883.792,0,9757.228,17046.307,26098.541,
2552,261.15960352008847,3.3177042,,,,,,,,,,,0,0,0,0,0,899049.44,899452.7,859778.56,0,871439.8,1056907.9,856080.5,877373.75,0,884288.6,873489.8,0,958697.8,819635.0,807243.94,838114.7,878045.6,934099.06,0,959228.0,879919.3,870449.06,805144.75,942659.5,879309.5,866392.75,0,855371.56,915605.44,1025975.9,1074282.8,758254.06,904260.5,877485.44,926649.9,1043186.94,1475223.0,
2553,406.28026767677426,3.3179195,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55950.586,52987.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38765.727,0,0,0,0,0,
2554,478.3369924624908,3.3179195,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42735.19,31092.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42059.82,0,0,0,0,0,
2555,200.10698925285345,3.3235078,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6519.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7392.61,
2556,386.2531665390101,3.3239586,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24806.19,24931.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26584.266,0,0,0,0,0,
2558,454.30101647485424,3.3258793,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24924.348,0,0,0,0,0,
2560,552.3754675427108,3.3259723,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17337.889,0,0,0,0,0,0,0,21931.348,18661.023,39391.184,32805.66,0,0,0,0,0,0,0,0,0,17568.283,0,0,17821.902,0,27496.947,39695.29,0,0,0,0,0,
2561,252.1593493030155,3.3271084,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83031.195,149246.4,28265.592,250397.45,32624.646,32865.316,25909.64,37666.25,0,0,0,0,0,0,0,0,37594.164,0,40680.625,45162.27,64818.355,
2562,255.1160237429457,3.3274636,,,,,,,,,,,0,0,0,0,0,32525.729,32532.293,32919.78,33077.35,33627.266,40519.875,31640.062,33707.035,32028.01,30787.107,31782.756,33726.004,34607.81,31153.025,28365.246,31086.111,32404.482,35259.55,30875.371,35247.35,31158.486,33876.27,30189.477,35554.84,33253.12,33456.88,32502.518,32990.99,32287.412,29521.031,38154.574,24783.053,33095.875,31381.7,35033.5,38548.93,56569.14,
2563,236.12799312042043,3.3277664,,,,,,,,,,,0,0,0,0,0,22578.793,26368.047,29885.969,23272.828,30054.652,27088.617,30481.287,30644.426,31337.266,30105.518,27226.572,21830.01,32455.111,22308.664,38279.74,41149.414,0,0,0,0,0,0,0,0,35783.613,24883.225,25923.312,27914.613,36048.63,23639.896,48472.53,38010.695,0,24504.756,0,0,0,
2564,274.1413250114201,3.3278983,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47309.195,93625.94,13435.224,159590.72,21000.322,17649.016,13330.192,23333.365,0,0,0,0,0,0,0,0,24824.688,0,25025.89,31050.629,42175.008,
2565,166.08623870292405,3.3279188,,,,,,,,,,,0,0,0,0,0,0,8759.721,8400.183,7547.157,9827.906,8854.793,9753.802,9599.283,10361.752,9714.799,8112.202,0,11535.382,7346.5835,13020.191,12840.756,0,0,0,0,0,0,0,0,11784.745,8405.131,7657.4575,7837.5586,12301.377,7930.6997,16214.6455,12217.937,0,0,0,0,0,
2566,280.15416486932577,3.3282835,,,,,,,,,,,0,0,0,0,0,11819.276,15010.163,14980.397,11767.724,15615.34,14872.454,15310.341,16886.59,16097.168,16066.795,14838.161,11240.848,18064.047,11991.486,18909.738,17672.521,0,0,0,0,0,0,0,0,19162.32,13471.311,11994.9795,14146.18,20691.248,12379.925,24983.508,0,0,12504.593,0,0,0,
2567,283.14133718339167,3.3295007,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5615.8516,8159.802,
2568,304.1653267149928,3.3300986,,,,,,,,,,,0,0,0,0,0,20518.832,20814.26,20697.602,21182.322,20444.35,26263.43,18698.873,22143.012,19995.1,20028.658,20488.877,20943.498,23419.19,18940.152,18494.207,15169.116,32081.543,34615.438,29931.076,33782.02,32461.336,30752.957,28986.44,33495.297,21176.814,20282.775,19338.863,20362.451,21303.068,19793.445,24165.242,16510.674,33866.77,19404.754,34042.133,36455.285,60669.46,
2569,208.1308844752098,3.333974,,,,,,,,,,,0,0,0,0,0,11475.274,8746.247,0,8681.981,0,10086.834,0,0,0,0,7984.737,10340.28,13216.077,0,0,0,0,16818.611,14859.411,17512.902,17807.771,14970.619,0,0,12511.2295,10246.299,8789.414,11553.718,11706.635,10165.006,14706.152,0,18548.73,11495.804,15557.787,20793.27,34065.098,
2570,295.14368375279065,3.3341033,,,,,,,,,,,0,0,0,0,0,14372.591,14726.237,14333.499,14967.132,14106.689,16865.45,13685.135,13901.617,15331.929,14203.002,13674.468,15530.82,15596.013,13718.675,10890.216,11773.382,14446.206,16190.849,12762.303,18393.66,15069.868,13440.923,13605.275,14687.679,14262.334,14273.748,13636.301,13783.938,13028.841,13945.194,16218.336,10312.165,17106.506,14329.669,16452.73,19648.97,28861.367,
2571,364.2691295506307,3.3360338,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26469.979,28569.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21570.64,0,0,0,0,0,
2573,168.13832935219733,3.3367932,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8345.803,0,0,0,0,0,0,0,0,0,0,9399.298,9243.974,9631.349,9771.398,9010.071,8585.17,8348.686,10667.392,0,0,0,0,0,0,9857.514,0,10250.491,0,10243.6875,12477.872,19402.21,
2575,258.110075887501,3.3391643,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8908.594,0,0,0,0,0,0,
2577,372.274249833687,3.3410974,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23184.549,21766.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2578,251.1274860544239,3.3420455,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6816.4375,7011.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9236.015,0,0,0,0,0,
2579,269.1380932115912,3.3439417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17236.963,0,0,0,0,0,
2580,291.12014444370794,3.3439417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15323.081,0,0,0,0,0,
2581,489.18326170452104,3.3502553,,,,,,,,,,,0,0,0,0,0,0,19639.299,16587.95,0,19446.428,15686.271,27127.643,18204.96,22134.176,24961.66,15979.668,0,0,14203.297,0,0,0,0,87075.336,0,35783.67,78333.12,102799.484,29247.371,43904.77,19623.742,16981.174,36919.113,40436.184,26194.875,55260.97,0,0,25218.662,23972.904,0,0,
2584,201.1020889913452,3.355426,,,,,,,,,,,0,0,0,0,0,17452.04,20059.402,21614.941,20333.785,21091.572,25543.736,19250.695,21068.137,16166.687,19556.98,19798.984,19016.676,18591.043,19982.13,16971.355,16613.365,0,9580.966,0,16034.843,0,0,0,0,19810.312,19969.402,20102.969,16533.805,21478.695,18474.822,22167.404,15067.232,11891.464,19013.148,0,12175.844,22308.43,
2587,438.07620737504357,3.3578393,,,,,,,,,,,0,0,0,0,0,0,57819.23,42641.816,0,46304.473,45616.812,46944.734,47947.01,44313.84,47642.96,50834.766,0,0,44166.785,0,0,0,0,291418.66,0,143204.03,264233.28,328238.62,113444.52,145369.05,70575.43,57156.43,120636.875,138572.89,83174.75,196960.14,0,25803.863,84209.48,92679.17,17250.516,20404.531,
2589,376.2686399544553,3.3588912,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21890.053,19190.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16315.306,0,0,0,0,0,
2592,416.09394303819175,3.3615396,,,,,,,,,,,0,0,0,0,0,0,179696.2,141721.72,0,166823.06,166267.11,166908.84,162639.4,154776.69,166658.2,158224.7,0,0,139977.27,0,0,0,0,908308.56,0,416457.34,811236.7,1032451.7,332187.75,450626.03,224483.62,178039.16,378400.34,424398.16,268584.6,628251.4,0,68589.09,257306.64,265805.5,50870.152,78276.2,
2593,236.52903567785165,3.3616312,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2596,163.04223381881786,3.362022,,,,,,,,,,,0,0,0,0,0,0,45393.312,31174.162,0,36565.184,37905.637,40975.76,39232.516,34752.06,37088.22,38672.566,0,0,32258.89,0,0,0,0,228216.95,0,103841.39,202871.31,257399.48,83364.766,108487.625,55252.1,40565.582,92546.29,100021.86,62106.91,154719.98,0,15293.071,60184.605,62820.297,9507.489,18597.809,
2597,420.29424448529176,3.3633072,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26336.066,45968.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22914.418,0,0,0,0,0,
2599,227.21170329632292,3.364665,,,,,,,,,,,0,0,0,0,0,13761.995,0,0,0,0,0,0,0,0,0,0,0,11854.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2602,385.1460437243007,3.3657553,,,,,,,,,,,29297.025,0,22993.654,69816.57,11445.762,0,7317.5757,12816.501,0,15573.164,8578.904,31837.21,12097.538,26881.297,27977.764,0,0,0,0,24532.662,26981.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26546.281,0,0,0,0,0,
2603,436.254128693167,3.365816,,,,,,,,,,,203230.6,21026.564,132822.48,343326.53,46233.438,0,0,10490.41,10798.977,14381.169,0,42678.55,0,32097.252,35069.137,0,0,0,0,124753.35,143839.27,0,0,0,0,0,0,0,0,0,0,0,20273.225,0,23262.404,0,178187.31,0,0,0,0,0,
2604,398.0844489385797,3.3658497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10731.614,0,0,9451.259,11992.977,0,0,0,0,0,0,0,7062.0938,0,0,0,0,0,0,
2608,748.1497119331485,3.3673546,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33184.773,0,0,30043.973,38034.22,9508.5625,0,0,0,0,0,0,0,0,0,0,6396.202,0,0,
2611,376.2234118847586,3.3683136,,,,,,,,,,,0,0,0,0,0,9143.604,0,14466.538,9766.478,14689.591,13433.387,13563.392,0,14305.009,12936.715,14367.09,10245.494,15961.416,12853.849,24651.11,23330.717,0,0,0,0,0,0,0,0,19178.318,0,11512.917,11807.179,20661.379,10402.761,28076.992,22381.727,0,11751.402,0,0,0,
2612,363.16409646594695,3.3684611,,,,,,,,,,,19381.463,0,12586.531,48870.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15834.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16658.65,0,0,0,0,0,
2613,380.1911000596045,3.3688369,,,,,,,,,,,17363.504,0,11451.083,50537.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12471.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13556.949,0,0,0,0,0,
2614,297.1334390874477,3.3693647,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26365.98,27491.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28047.75,0,0,0,0,0,
2615,319.1145850697498,3.3693666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20023.666,19083.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14587.324,0,0,0,0,0,
2616,303.119862773539,3.3723962,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29886.186,42980.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41147.66,0,0,0,0,0,
2617,454.3009248703158,3.3723962,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66692.57,55047.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30749.422,0,0,0,0,0,
2618,308.32709652837156,3.372949,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10609.143,14343.703,0,0,11944.518,0,12564.966,0,0,10426.195,0,0,0,0,0,0,0,0,7651.027,0,0,9632.505,11328.617,7918.819,0,9778.324,0,0,0,0,0,0,0,
2619,408.2222502638368,3.3730505,,,,,,,,,,,0,0,0,9587.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2620,312.08315670332127,3.374746,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723396.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2623,259.1173971134992,3.377024,,,,,,,,,,,0,0,0,18405.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2627,336.2096345310449,3.3784227,,,,,,,,,,,0,0,0,0,0,125449.93,142435.23,153894.25,172325.42,158566.6,173841.2,116463.21,181720.61,116125.92,122780.37,166979.97,133749.3,135318.73,181777.58,308647.3,279560.0,0,0,0,0,0,0,0,0,128175.805,190821.48,150460.25,172308.33,139643.78,163042.9,162873.47,302208.62,0,182102.8,0,0,0,
2628,473.27499103553345,3.378811,,,,,,,,,,,0,0,0,0,0,10433.972,10366.618,7649.978,14216.273,11771.924,14545.481,0,15448.563,0,8039.2515,12890.819,0,10790.567,13675.1455,30749.428,25149.492,0,0,0,0,0,0,0,0,8511.395,13428.384,8802.78,13300.812,0,12630.312,0,27136.723,0,11005.1045,0,0,0,
2629,183.11271806536882,3.3792765,,,,,,,,,,,0,0,0,0,0,9982.824,5645.047,0,9842.623,7522.132,14598.807,0,7097.3926,0,0,0,8302.396,12605.052,8127.795,0,0,10426.6875,12076.457,10653.214,11712.902,13466.061,11088.659,11349.834,12475.4,11485.007,0,9207.3545,9683.746,10293.77,0,9752.649,0,0,0,13760.523,14833.247,20457.08,
2630,671.4121497809292,3.3792515,,,,,,,,,,,0,0,0,0,0,213401.64,249508.33,255603.2,303100.3,272319.7,279641.97,203956.08,288785.2,226610.92,224992.38,272071.78,225015.81,231195.28,279312.25,636959.56,562348.75,0,0,0,0,0,0,0,0,194066.66,303039.97,257483.0,263668.94,219099.02,259729.56,255625.89,633495.3,0,266585.72,0,0,0,
2631,693.3941125157446,3.379321,,,,,,,,,,,0,0,0,0,0,15833.68,13528.543,18400.354,23643.9,17897.012,17078.791,13929.925,17485.086,12913.821,13533.291,14797.307,15655.69,16153.746,16963.102,51540.773,41185.945,0,0,0,0,0,0,0,0,10371.508,20371.703,12082.425,13403.635,8724.641,15561.1045,12542.964,46459.17,0,14232.917,0,0,0,
2634,540.3171627361672,3.3797843,,,,,,,,,,,0,0,0,0,0,18519.957,21513.342,22082.51,25778.244,23565.342,25036.229,13676.222,27075.754,16520.379,14839.982,23809.844,18682.059,18559.434,21819.078,46348.543,39145.664,0,0,0,0,0,0,0,0,17868.477,29090.996,20524.566,23688.857,16927.084,0,20930.8,44429.605,0,21272.477,0,0,0,
2638,313.0746177808307,3.3809257,,,,,,,,,,,78563.35,0,0,0,0,0,718765.94,726696.44,0,766143.8,818197.4,792015.6,744177.9,787840.25,773695.7,736937.2,0,0,657905.1,0,0,0,0,581830.3,0,557339.25,630441.25,573504.7,565908.1,708927.1,717704.9,708092.1,708248.4,685624.06,656035.44,822426.0,0,510173.66,668059.44,592727.5,552360.9,736363.4,
2639,333.0623663852813,3.3809276,,,,,,,,,,,86481.33,0,7593.1606,0,0,0,2478865.5,2468964.8,0,2639086.5,2726466.2,2542856.2,2555133.5,2612183.5,2573111.5,2481876.0,0,0,2240449.2,0,0,0,0,2313427.0,0,2122965.5,2450516.0,2336179.2,2220803.2,2355368.5,2436237.2,2337884.2,2365076.8,2319528.8,2239946.0,2729645.5,0,1930068.2,2267111.5,2234614.2,2057077.0,2551989.2,
2645,349.0365566641165,3.3811893,,,,,,,,,,,0,0,0,0,0,0,144066.75,152932.33,0,157791.42,163941.19,161308.88,155008.39,165564.86,163454.98,149209.2,0,0,130182.41,0,0,0,0,138650.33,0,126360.305,143560.9,138598.66,130802.086,139633.4,140118.78,138090.14,137554.14,134139.38,126354.01,153385.25,0,117099.305,132809.22,131890.17,123369.03,144853.47,
2646,643.1358837430666,3.3811624,,,,,,,,,,,0,0,0,0,0,0,913305.5,925232.6,0,1004814.56,1059604.9,993277.44,979493.0,1053041.2,974680.25,928904.94,0,0,773196.8,0,0,0,0,850280.6,0,694628.7,927586.5,847361.9,725257.7,841117.2,867082.8,855808.75,837573.7,796318.7,783335.44,1069758.6,0,543873.5,777855.6,737100.6,608634.56,935883.25,
2647,311.08047509479604,3.381227,,,,,,,,,,,2070358.9,125320.74,185694.94,0,142764.14,111305.81,1.835446E7,1.8223572E7,131405.39,1.924027E7,2.0458234E7,1.9782622E7,1.8910532E7,2.0043714E7,1.9296466E7,1.8161076E7,121317.05,109976.484,1.6463408E7,167617.62,168088.52,83640.98,80199.46,1.4580133E7,78038.37,1.3760409E7,1.5790514E7,1.4492684E7,1.4509464E7,1.7580864E7,1.8024354E7,1.7477172E7,1.740426E7,1.7056878E7,1.6292709E7,2.0392614E7,184543.33,1.270486E7,1.6696922E7,1.4921477E7,1.3945834E7,1.8448496E7,
2649,314.0788920470305,3.3813972,,,,,,,,,,,8761.225,0,0,0,0,0,100116.0,96822.04,0,100332.79,115108.2,104964.03,103214.92,111392.01,107155.805,100757.4,0,0,92206.07,0,0,0,0,79160.28,0,72986.29,88930.36,79745.32,79089.83,95306.44,99830.76,96586.06,97300.3,94278.266,89538.41,112043.57,0,69396.31,91101.14,81682.75,77482.83,99788.42,
2650,404.2985960008721,3.3814023,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78808.8,108560.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78902.73,0,0,0,0,0,
2653,204.5358775941754,3.3815732,,,,,,,,,,,0,0,0,0,0,0,12382.645,11989.336,0,10005.157,11427.287,0,0,0,7139.917,7533.6113,0,0,0,0,0,0,0,7397.741,0,8405.155,0,0,7744.4014,10614.607,10159.711,0,10140.619,10249.741,9338.049,12853.963,0,7820.8574,5142.828,9387.702,10198.878,15586.12,
2655,335.05712062464545,3.3816833,,,,,,,,,,,0,0,0,0,0,0,98117.9,95905.22,0,104947.7,112595.18,102940.88,103260.25,103174.26,103448.875,98600.05,0,0,86050.71,0,0,0,0,98290.83,0,86304.04,98606.01,92363.336,88389.805,95483.984,97317.586,93581.984,90949.76,98925.48,92385.81,105077.555,0,76877.03,90163.875,92329.0,84745.984,103566.29,
2657,701.093985158383,3.3816905,,,,,,,,,,,0,0,0,0,0,0,29785.883,27458.285,0,31557.51,34633.97,23733.303,32806.887,25612.562,26319.59,30441.613,0,0,26196.91,0,0,0,0,20775.346,0,19606.527,24864.049,21044.434,20024.354,28477.11,29833.662,29313.496,28980.857,25965.04,22564.45,37767.133,0,17581.352,25079.875,22666.861,19014.607,37387.69,
2660,975.1919348476459,3.382058,,,,,,,,,,,0,0,0,0,0,0,10764.592,7378.9575,0,10498.154,14247.923,0,0,0,0,12032.719,0,0,11714.268,0,0,0,0,0,0,0,7141.322,0,8479.55,14525.338,13833.427,12401.859,13237.113,12375.0625,12006.742,18446.324,0,7091.94,13039.753,0,7939.612,16597.6,
2661,665.1177125985431,3.3821955,,,,,,,,,,,0,0,0,0,0,0,75958.34,64159.387,0,72332.95,92387.66,49605.8,70073.38,56429.36,52537.582,72956.625,0,0,67994.54,0,0,0,0,45465.344,0,46843.17,53388.797,44850.96,54351.957,86211.94,78005.125,76160.05,74714.79,78483.07,70688.14,109000.05,0,44399.555,75946.125,57693.4,58446.414,97430.34,
2663,355.0441402758515,3.3826063,,,,,,,,,,,0,0,0,0,0,0,69123.03,61520.676,0,67006.2,73268.37,57163.758,63882.7,60582.273,56343.72,69106.875,0,0,63948.625,0,0,0,0,46435.816,0,50049.81,49303.312,44945.152,52505.94,70558.24,72627.61,65733.336,72151.53,72697.484,68068.73,79506.125,0,48911.418,65781.234,56374.27,57142.008,70908.68,
