row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_B.mzML Peak area,t2_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,Blank_A.mzML Peak area,t1_BS_C.mzML Peak area,t5_BS_C.mzML Peak area,t3_BS_3.mzML Peak area,t2_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_3.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_C.mzML Peak area,t6_BS_C.mzML Peak area,t4_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_C.mzML Peak area,t7_BS_2.mzML Peak area,t9_BS_C.mzML Peak area,t8_BS_1.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t6_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t5_BS_3.mzML Peak area,t6_BS_2.mzML Peak area,t5_BS_1.mzML Peak area,t6_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t9_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_2.mzML Peak area,
2945,257.20120458915306,3.752001,,,,,,,,,,,0,0,0,0,0,39480.28,32339.963,33719.816,38703.65,33183.05,42923.01,30058.637,32838.312,29396.143,30369.943,31726.73,36953.35,41947.992,34077.043,23017.893,22093.414,44923.973,49021.85,41414.508,50579.094,42844.816,43542.652,39143.977,47465.58,38450.645,36980.8,33757.664,38568.914,39647.805,36368.527,44646.56,21658.396,50786.562,37816.38,48978.277,55467.23,82875.695,
2946,302.0958812475977,3.7491891,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5218.599,12898.797,4197.801,25300.85,10280.143,5165.667,3004.462,13413.962,0,0,0,0,0,0,0,0,20889.615,0,12990.05,28161.613,33850.17,
2947,324.0776472308245,3.750028,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701.9526,0,6685.0923,1598.673,0,0,3251.742,0,0,0,0,0,0,0,0,5938.3936,0,3234.0276,8139.382,10145.886,
2948,362.28978280615775,3.7535555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27288.295,28687.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26112.81,0,0,0,0,0,
2950,218.19024294221288,3.7674246,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8832.987,0,0,0,0,0,0,0,0,0,894784.44,1004769.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115437.9,0,0,0,0,0,
2951,450.3057719943592,3.7590916,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37650.574,17684.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50114.266,0,0,0,0,0,
2952,244.13323157922935,3.761129,,,,,,,,,,,0,0,0,0,0,16411.371,17380.738,18472.656,19410.13,18781.104,21690.592,19594.922,18414.52,19194.498,20248.326,17015.336,17913.016,18371.732,15724.515,15699.022,16672.996,5278.7886,7671.1055,5491.212,12746.967,5748.8384,4788.0894,5219.9243,6834.7886,16950.084,16494.877,16976.484,15677.964,16149.159,15832.192,19776.754,15415.737,8704.888,16543.455,5468.1562,8480.433,16741.475,
2953,420.29447911705455,3.7763855,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28577.072,32851.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30254.982,0,0,0,0,0,
2954,378.24838830360767,3.7288666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6325.883,8375.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7174.9556,0,0,0,0,0,
2955,371.1970113988252,3.780166,,,,,,,,,,,0,0,0,0,0,9900.493,7677.2847,6415.072,6584.926,6085.3843,2539.1616,9367.875,8592.818,8181.6313,8291.97,7517.9243,10568.577,2530.4175,2868.1409,25391.096,20809.885,0,0,0,0,0,0,0,0,0,2851.323,2970.3596,314.81015,0,274.2782,0,20256.846,0,1170.4038,0,0,0,
2956,450.26961319358765,3.7715223,,,,,,,,,,,26173.768,0,13537.731,44581.805,3749.418,0,0,0,0,163.77151,0,5931.5796,0,4577.21,4724.8926,0,0,0,0,14605.647,15176.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18973.26,0,0,0,0,0,
2957,277.1696491256799,3.7792258,,,,,,,,,,,0,0,0,0,0,36461.312,36301.414,36486.027,38097.293,37388.164,44617.777,36361.668,37093.58,36586.953,37974.605,35266.508,37360.918,37000.44,34269.082,35274.66,33615.582,32055.182,31956.639,30011.072,33702.555,28302.512,30420.584,27118.377,31979.893,36757.9,35414.633,34742.11,35420.832,36629.992,33590.66,43544.72,30223.586,32025.248,35186.43,33117.34,37483.527,56391.574,
2959,251.1622162892796,3.7734833,,,,,,,,,,,0,158.80392,0,0,0,10766.154,7357.581,2720.7776,5888.2373,8058.0107,9857.671,1723.8414,6647.8013,2840.3855,2067.4658,6314.226,7542.209,13946.426,7236.2666,3239.906,4226.5366,20594.184,31101.484,14227.733,51651.883,22342.797,16511.97,14872.926,24223.904,12695.367,9215.336,9994.42,9644.283,12999.573,9942.857,12698.817,2818.4802,35255.414,11219.48,24192.05,46295.902,55080.08,
2960,356.1967720984958,3.780259,,,,,,,,,,,0,0,0,0,0,4963.0454,5349.223,5763.795,5580.4995,5688.1826,6358.075,5537.107,5822.6025,5509.4946,5797.4595,5597.3438,5897.2085,5778.487,5736.0977,5536.894,5177.299,4665.653,4674.726,4649.602,4696.519,4584.638,4680.9995,4267.146,4799.873,5089.468,5696.5347,5154.901,5076.0713,5549.728,4721.954,6227.4863,4541.4375,4465.937,5089.2617,4545.353,4842.0034,7538.144,
2961,188.20095328712583,3.7828484,,,,,,,,,,,0,0,0,0,0,31864.303,0,0,0,0,0,0,0,0,0,5079.351,0,51504.375,13754.314,0,0,8517.201,5748.8076,0,17651.787,25845.723,0,5540.117,0,0,0,4215.808,2299.833,0,4534.499,0,0,0,0,0,0,0,
2962,390.23868055343723,3.794193,,,,,,,,,,,0,0,0,0,0,7789.5864,8536.087,10294.395,8667.722,10915.533,9182.418,10790.982,10713.746,10618.465,10448.165,9735.655,8216.396,12744.441,9260.958,15152.895,14222.038,0,0,1229.1097,0,0,0,896.0918,0,12433.068,9084.8125,8422.033,10348.199,13315.647,8363.978,16774.156,14113.982,0,8890.274,0,0,0,
2963,422.3111815483285,3.7935655,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62924.137,66154.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59007.676,0,0,0,0,0,
2967,520.2899990411771,3.7993667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11686.399,10676.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12336.158,0,0,0,0,0,
2968,366.17003449946634,3.8023167,,,,,,,,,,,0,0,0,0,0,8448.3125,8773.988,8383.75,9113.612,9238.818,11282.636,9760.38,8979.959,9120.594,8533.142,9003.502,8772.666,8505.922,7577.9106,7612.7695,7271.349,6877.841,7279.426,6540.5244,5325.6104,6409.7046,6975.107,6134.942,8011.895,8465.614,8628.368,8099.1045,8883.48,8731.694,7424.865,10590.779,7538.207,6593.6924,8800.259,7220.296,7939.914,12172.206,
2970,252.08981504990564,3.8043675,,,,,,,,,,,0,0,0,0,0,0,7921.9595,7511.1055,0,6901.154,9202.936,7178.428,8223.784,7740.572,6879.0674,7207.704,0,0,6554.0225,0,0,0,0,7666.1406,0,8493.5625,8407.244,7519.0156,8382.148,7764.8525,7716.1924,7495.456,7932.5503,7877.036,6778.941,9635.863,0,8845.692,6787.209,8983.752,9633.059,14342.123,
2971,429.1903644929384,3.8043845,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10278.248,9482.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8394.008,0,0,0,0,0,
2973,297.13305766995103,3.806905,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870.637,11056.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11815.586,0,0,0,0,0,
2976,281.1258978802897,3.8094015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7168.3994,9188.457,4417.949,10825.469,6730.7803,4699.43,3839.2227,7064.8604,0,0,0,0,0,0,0,0,7456.8774,0,6063.889,8237.474,13208.029,
2977,292.1883218659619,3.8149602,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12184.484,23153.986,6485.9263,34664.11,16619.006,8194.009,7237.8086,16142.451,0,0,0,0,0,0,0,0,26411.756,0,15715.98,25872.361,40913.95,
2978,270.20640882163997,3.815416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27280.615,48383.664,17771.303,72858.055,36352.277,18785.025,17976.242,36564.95,0,0,0,0,0,0,0,0,55468.746,0,34441.74,52515.223,83152.59,
2979,343.29557191707727,3.815112,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10826.639,19864.406,6874.6025,30567.05,14168.627,7620.97,6941.848,14628.143,0,0,0,0,0,0,0,0,22907.027,0,14226.6,20694.422,34148.895,
2980,432.2955965355051,3.8205585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23248.488,43123.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38470.17,0,0,0,0,0,
2981,447.29293566312884,3.8057868,,,,,,,,,,,0,0,0,0,0,12337.377,11175.847,10890.895,11377.799,10697.671,12186.588,7938.4707,10992.213,9075.771,8655.459,11070.618,12388.498,12360.886,14085.608,3893.1511,3695.3123,11328.239,12744.779,10618.233,14822.375,11462.141,11127.678,9807.487,12810.285,12341.717,11546.625,11195.913,11622.286,12299.772,11818.096,13480.431,5524.22,14171.849,10994.634,12929.82,14757.214,21852.988,
2982,436.2902093892864,3.8219411,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63041.504,64115.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52596.56,0,0,0,0,0,
2983,207.14918693679505,3.822867,,,,,,,,,,,0,0,0,0,0,11225.57,12946.141,13241.668,13184.957,12700.963,17656.422,12585.428,14337.255,12619.161,13820.687,11156.321,11844.899,12777.484,10278.818,10264.146,11229.672,12015.282,11911.271,13966.364,8965.868,12222.879,14899.9375,12769.399,12571.855,15174.592,12180.812,12349.393,13003.208,14826.552,12100.84,17136.92,10463.855,9472.722,12922.28,11500.963,10154.897,17316.059,
2984,367.10722660271324,3.8232715,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5794.083,0,8152.3687,6103.8564,4875.118,8784.214,0,0,0,0,0,0,0,0,7515.295,0,8095.181,7469.149,13185.239,
2985,372.1376160286498,3.8269384,,,,,,,,,,,0,0,0,0,0,14829.6455,13312.939,14686.658,14982.996,14554.146,18309.568,14318.873,14212.647,13979.081,14795.541,14556.819,15455.108,14935.295,13929.928,10360.876,10793.383,7299.1504,3208.3438,7195.5215,0,2982.9539,6417.5303,5942.0317,3701.0344,14841.627,14730.771,13698.285,14803.8,14327.465,13202.118,16512.47,13035.543,0,13877.629,3112.0142,0,1887.633,
2987,404.29779565711027,3.8349876,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34943.516,25730.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37391.96,0,0,0,0,0,
2989,494.3319287359809,3.8574994,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40121.54,37806.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19644.98,0,0,0,0,0,
2990,178.1227348085585,3.8240464,,,,,,,,,,,0,0,0,0,0,5102.1045,5058.0913,5242.016,5474.439,5224.255,7171.709,4412.0273,5390.2324,4193.6084,4274.8604,4201.475,4854.9453,6350.8193,4716.6743,912.60913,759.2447,8322.013,10317.997,8540.516,24448.666,10755.153,9167.278,8141.953,11243.131,6971.944,5358.639,5090.6265,6023.8247,6619.114,5563.863,8394.17,989.43933,43804.863,6067.324,11917.03,44067.496,40476.06,
2991,325.0964899293642,3.8313901,,,,,,,,,,,0,0,0,0,0,0,53198.152,52938.57,0,55827.203,60945.824,63494.906,56257.82,62723.594,61271.973,51359.07,0,0,45643.863,0,0,0,0,37515.38,0,36019.438,41563.418,36154.324,38561.52,45505.55,49445.395,48608.504,46480.535,44521.957,42933.496,54487.363,0,37525.598,44717.195,40644.367,40149.03,56257.082,
2994,234.02197809208036,3.834872,,,,,,,,,,,0,0,0,0,0,9501.956,12609.49,13425.865,11020.684,13846.407,13305.019,12484.648,13405.179,13515.171,12975.62,12543.023,10452.666,14362.643,10958.016,14347.054,13860.945,0,0,1954.64,0,0,388.64404,1084.7491,288.9546,15350.335,11159.352,11201.986,12586.1455,15377.319,9870.907,18769.164,13315.753,0,10750.108,0,0,0,
2995,378.2847420595079,3.8352654,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20962.82,23014.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15255.677,0,0,0,0,0,
2996,311.14652189444763,3.8413746,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9956.999,8343.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800.71,0,0,0,0,0,
2997,307.08991892128785,3.842254,,,,,,,,,,,0,0,0,0,0,51025.906,43952.977,42261.3,45938.23,43128.348,51070.434,43506.94,42112.176,42934.79,42580.69,42490.047,50360.055,51631.605,41737.29,34711.7,32711.38,9394.273,57161.926,5678.9185,140917.48,22083.25,4320.8174,4629.254,27534.105,48609.49,47837.75,43738.99,48042.695,47520.707,45584.953,53143.44,29102.512,106751.08,47233.562,32353.486,120436.305,173735.64,
2998,362.25340181517504,3.8444073,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71760.586,79893.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71053.734,0,0,0,0,0,
2999,409.0635866146357,3.8582962,,,,,,,,,,,0,0,0,0,0,0,9591.497,9610.0625,0,9643.463,11360.713,9504.278,9396.029,9849.238,9209.728,9622.774,0,0,8542.65,0,0,0,0,7515.8623,0,6184.972,7654.514,6446.5645,6726.2744,10197.572,9630.393,9513.554,10254.496,10034.508,8908.865,12216.042,0,4815.256,9407.259,6910.6826,5141.826,7976.9375,
3000,229.13302659303343,3.8461626,,,,,,,,,,,0,0,0,0,0,4067.8599,3948.7634,3619.8025,4093.0032,3502.0378,5247.2974,3461.5403,3657.8164,3616.9077,3736.142,3869.42,4049.605,3240.6348,3131.2742,3623.6099,2698.883,4818.44,8552.058,4618.1084,14244.5205,7298.415,4702.5605,3935.3013,7037.9614,4232.836,4289.5674,3306.1587,3758.4255,3771.6526,3113.9756,4912.0938,2892.069,12783.723,3820.7905,8127.993,13832.674,19589.434,
3001,478.3371216783308,3.8595874,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56716.703,61602.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55306.277,0,0,0,0,0,
3002,185.1072813684414,3.861583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170.1085,2735.2957,0,0,844.00244,0,0,0,0,0,0,0,0,21324.645,0,2458.7483,14462.127,28563.947,
3003,310.14391044414276,3.8646686,,,,,,,,,,,0,0,0,0,0,5110.2505,3444.5715,4314.439,4951.221,4577.848,5730.8545,3685.5686,4331.619,3828.8308,4163.7524,3919.2205,4726.525,6179.0234,3692.8887,5497.902,5045.9624,4878.9014,6087.4546,4591.6724,5803.2397,4783.66,4771.291,4033.917,5308.756,5093.868,4073.6353,3989.7354,4483.1157,5616.462,4385.427,6560.7397,5952.442,5959.566,5119.8105,5192.232,6222.5103,9145.007,
3005,237.1482829261193,3.893134,,,,,,,,,,,0,0,0,0,0,7479.207,4741.3633,3349.5679,6796.3755,3759.478,3643.2126,2559.2444,4040.0574,2557.5427,3466.6013,2774.41,7258.9775,10787.922,2723.3706,7652.044,4744.225,1365.187,3205.668,21452.59,3281.1619,24990.992,24001.605,21329.346,27753.473,4892.505,4794.709,3681.1418,3578.11,4744.105,3721.8013,8804.491,7104.7505,27975.922,3584.5542,28257.373,30860.64,47810.234,
3006,683.4131931684365,3.8849564,,,,,,,,,,,0,0,0,0,0,2586.6206,7683.733,11005.47,2565.5352,4606.7974,5319.921,3620.6267,3920.2803,4648.6313,9853.012,3788.8096,2430.65,25872.654,9256.418,25943.822,26143.54,0,0,0,0,0,0,0,0,7042.5767,9314.7295,2937.257,16322.29,27706.67,3462.2605,36571.473,28482.943,0,10627.082,0,0,0,
3008,448.29030700223257,3.8736408,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22490.504,19502.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15389.051,0,0,0,0,0,
3009,397.3057926184459,3.874385,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53649.156,47614.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35399.31,0,0,0,0,0,
3010,192.1382706545381,3.8736408,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951.3777,4531.4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998.9795,0,0,0,0,0,
3011,522.291090200178,3.9484386,,,,,,,,,,,481747.53,77533.19,392623.66,35943.805,209034.06,24044.55,52019.227,96973.04,53083.91,106448.15,51716.332,230891.56,83659.71,202593.06,230510.69,58372.375,28191.521,11590.594,32378.508,33214.08,38159.74,7185.6504,5378.3853,7799.798,4730.811,6579.7646,7458.9395,7236.7676,6932.694,13503.883,31354.188,35952.01,21502.621,8409.408,23192.387,11706.291,45455.59,5209.9756,22033.178,7305.3716,5605.896,5427.1743,
3012,362.2897068188197,3.8808987,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9987.358,9500.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8909.428,0,0,0,0,0,
3013,316.14447740558415,3.868798,,,,,,,,,,,0,0,0,0,0,5275.576,5220.0454,7143.297,6535.4385,6929.8525,10075.994,6806.687,6085.7197,6314.027,7766.915,6498.334,6094.398,6093.971,6174.957,5944.013,5072.606,3453.1345,3262.1714,5065.4717,4154.9214,3833.6118,2798.2856,4282.4863,3947.7808,6592.025,6072.0605,6661.9404,5629.038,7415.1216,5655.173,7636.1484,5624.6094,5071.6353,7511.8745,4546.2495,4907.84,10279.785,
3014,372.2741987914419,3.8789613,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28991.754,30482.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24177.066,0,0,0,0,0,
3015,436.2901866719385,3.8808987,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32045.855,34005.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26940.408,0,0,0,0,0,
3016,212.0818281546938,3.8849442,,,,,,,,,,,0,0,0,0,0,32441.785,37475.293,37437.035,36571.574,39467.773,47421.566,36841.832,39137.047,37361.344,38474.938,36292.832,35460.34,34892.188,36279.066,52962.727,59391.742,37540.66,42816.004,38958.14,47741.234,40146.6,38436.676,35088.117,43917.727,36212.31,34524.39,35289.0,33531.32,36557.727,32708.945,40906.02,46814.56,45584.023,36087.13,41403.734,50366.21,79800.805,
3017,295.14340540600665,3.8936427,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6905.253,7384.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172.8955,0,0,0,0,0,
3018,520.2900887892744,3.888242,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278.975,11923.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15818.879,0,0,0,0,0,
3019,250.11215099891086,3.8874474,,,,,,,,,,,0,0,0,0,0,13845.862,10313.522,8444.546,9979.094,8729.655,10534.563,6658.027,8349.133,5774.628,7195.016,9505.993,12009.043,18085.443,10073.42,7949.7793,7271.7036,637411.3,1149948.6,529767.2,1813218.5,836026.8,581116.0,491987.8,942764.1,12981.514,12685.977,10118.441,15349.787,13409.506,10836.516,25177.291,7372.941,1296060.2,11875.096,875936.6,1298783.6,2189224.8,
3020,330.0542791644243,3.8839664,,,,,,,,,,,0,0,0,0,0,6123.99,6671.018,7209.8857,6211.8633,6563.5137,6834.7783,6998.2354,7126.0415,7173.2437,7378.486,7044.7036,6203.5894,9918.356,5872.3896,6892.901,6352.5737,5895.1167,5472.5664,7070.1143,4206.48,5946.238,7169.753,7343.133,6470.661,8494.035,6442.3667,5873.846,7193.228,8558.037,5785.2607,10790.656,6973.954,4934.9956,6246.5596,6467.821,5558.532,8247.482,
3021,420.2947407304855,3.8905964,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168446.9,185162.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161113.0,0,0,0,0,0,
3022,272.09399133550306,3.8924782,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24575.756,48696.94,20796.719,86992.42,35621.633,22882.824,18499.943,44630.207,0,0,0,0,0,0,0,0,67835.78,0,39896.82,64230.297,102097.5,
3024,182.04957964948048,3.8941965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22104.379,41206.465,17302.635,66685.26,29606.062,19044.738,16744.188,33729.7,0,0,0,0,0,0,0,0,46206.766,0,29891.988,45877.992,80238.26,
3026,288.0680001537581,3.892827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4054.2896,9718.81,1856.828,19165.684,6685.1357,3517.4272,2685.1594,8624.886,0,0,0,0,0,0,0,0,14434.058,0,7622.73,12988.92,20809.855,
3028,313.1277999418841,3.8961666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17976.086,15999.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16769.328,0,0,0,0,0,
3030,313.0705601450896,3.9041057,,,,,,,,,,,0,0,0,0,0,4733.0195,5963.041,5617.8506,6168.4565,6530.183,7094.8516,7482.239,6733.397,6898.9434,7912.0386,5963.459,5597.0425,4979.9272,5203.0913,7820.911,7817.073,0,226.9019,0,3972.6465,0,0,0,0,4825.5635,5177.04,5518.354,4568.8286,5008.588,5225.7207,5343.5425,8359.456,1443.8833,5040.962,0,239.18137,4756.753,
3032,285.09038382927895,3.8949473,,,,,,,,,,,0,0,0,0,0,6251.605,7370.155,10898.8125,6767.408,10714.609,10398.191,10228.107,11031.275,11065.962,10404.071,9873.8955,6285.7944,12065.6,6730.595,10791.421,9878.228,0,0,425.16354,0,0,0,0,0,12626.401,9693.144,6734.419,10725.568,13025.499,6543.8203,16246.481,9786.898,0,6795.006,0,0,0,
3034,253.1115978277833,3.8938115,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.4333,3721.4717,0,7002.0522,1535.5682,0,0,2497.8872,0,0,0,0,0,0,0,0,3917.233,0,2053.7651,4504.0903,8898.639,
3035,221.0710189857695,3.8952506,,,,,,,,,,,0,0,0,0,0,1953.7495,1739.1882,1931.9546,1668.7812,2096.5435,2846.0288,1756.3171,1666.7123,1851.5255,1275.1068,1628.1531,1810.6521,1558.1034,1467.1168,2558.5562,2937.3372,2503.202,2902.408,2663.1296,3631.6265,2600.9612,2931.8022,2328.2297,2865.1072,2030.3335,1811.5544,1701.2341,2010.438,2048.564,1365.9133,2576.6138,1608.9878,3196.8792,2085.926,3110.4167,4549.919,7133.092,
3036,345.0418492883028,3.9048455,,,,,,,,,,,0,0,0,0,0,9992.811,12223.071,14198.243,11399.714,13807.183,12668.013,16783.148,13477.346,15749.599,16399.553,13062.433,11139.153,10530.881,10941.802,18510.91,19677.965,0,0,0,0,0,0,0,0,10267.471,11518.59,10834.801,10630.745,10299.12,9867.805,9674.503,21479.184,0,10833.477,0,0,0,
3037,329.2544979844252,3.9090264,,,,,,,,,,,0,0,0,0,0,9782.333,8731.978,9656.337,8880.41,9570.508,9511.346,8436.26,9290.765,8291.546,9116.507,9841.097,8778.689,11004.824,9099.726,14217.729,13841.359,3106.6934,748.52496,4177.602,1031.342,1948.9117,2731.006,2832.6885,2950.6763,7828.7446,9637.124,9276.746,9404.286,9433.086,9178.927,10307.467,13494.898,2830.7363,10043.856,3023.4082,2834.6763,5146.083,
3038,494.3319244252193,3.9072847,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19003.797,17801.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15269.848,0,0,0,0,0,
3039,201.1021802053628,3.900386,,,,,,,,,,,0,0,0,0,0,4475.978,4788.317,4926.5176,4852.8774,5073.1543,6020.812,4645.0557,4239.8003,4616.3076,4983.379,4574.531,5431.9062,5141.2056,4270.969,4819.8193,4502.0234,6108.337,7636.0454,5838.4116,11600.241,6750.9185,6056.351,5240.268,7240.741,4969.834,5157.3706,4420.905,4497.192,4547.2754,4241.821,6058.0625,4318.8257,10246.752,4405.6035,7622.5947,11680.627,17000.004,
3040,378.2482943860984,3.9123077,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70431.14,57874.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51244.13,0,0,0,0,0,
3041,338.23225280736534,3.9136906,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7774.6167,10633.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476.497,0,0,0,0,0,
3042,327.14116023940113,3.9246533,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15166.4795,10737.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9854.019,0,0,0,0,0,
3044,369.18828337095744,3.9221697,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25233.889,23479.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14998.3125,0,0,0,0,0,
3046,272.0394800839765,3.9324472,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386.986,10349.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10323.653,0,0,0,0,0,
